[
  [1.021691, 0.836916, 1.223840, 1.055450, 0.796270, 1.120890, 1.164065, 1.079039, 1.024123, 1.151252, 0.782976, 0.909283, 0.838866, 0.921767, 0.931376, 0.830632, 1.041494, 0.823409, 0.924055, 1.030325, 0.979930, 1.210389, 1.064576, 0.835884, 1.146200, 0.856046, 1.061430, 0.778648, 1.182679, 0.875025, 1.008693, 0.863836, 0.989279, 1.158243, 0.890947, 1.235496],
  [1.132730, 0.871578, 0.971550, 1.151417, 0.787872, 1.142639, 0.785975, 1.126664, 1.012482, 1.015625, 1.089644, 1.205857, 1.088072, 1.061875, 1.030567, 1.083040, 0.842118, 0.814139, 1.199923, 1.201080, 1.088246, 1.162375, 0.977228, 0.953653, 0.964771, 1.002563, 1.019683, 1.199196, 0.816779, 0.998637, 1.119977, 0.844355, 1.177098, 0.908586, 0.805287, 1.162358],
  [0.934297, 0.926038, 1.141092, 0.981858, 0.848688, 1.164291, 0.773692, 1.014230, 1.119038, 1.011332, 1.028016, 0.802347, 1.165085, 1.070221, 1.178139, 0.919571, 0.991240, 0.928275, 0.800546, 1.220870, 0.761864, 0.953630, 1.195707, 1.032065, 1.012663, 1.042905, 1.046507, 0.760237, 1.182833, 0.862551, 0.808116, 1.016067, 0.808285, 0.796164, 1.048880, 0.925120],
  [0.988918, 0.917464, 0.926905, 0.853157, 0.887998, 1.050171, 1.168038, 1.045092, 1.177329, 1.083334, 0.767751, 1.160426, 0.771192, 0.962471, 0.925677, 0.898787, 1.205268, 1.091203, 1.053518, 0.912596, 0.857797, 0.771211, 1.028631, 0.909133, 0.869699, 0.781056, 0.964008, 0.825168, 1.086402, 1.124661, 1.035326, 0.987690, 0.851545, 0.898079, 0.989397, 0.767320],
  [1.055619, 1.167939, 1.181498, 0.927682, 0.990822, 1.154641, 1.105782, 1.125921, 0.972898, 1.109934, 1.024887, 1.200550, 0.871378, 0.887175, 0.891864, 1.128444, 0.781354, 0.857152, 0.892263, 1.140665, 0.834229, 1.174308, 1.103961, 0.835246, 1.153075, 0.802040, 1.195739, 0.951818, 1.237239, 0.936437, 0.893053, 0.990861, 0.840935, 0.800907, 0.969522, 0.977882],
  [1.143999, 0.982465, 1.106423, 1.140924, 0.798065, 0.786434, 0.917496, 0.909329, 0.889837, 1.064418, 1.212307, 0.952500, 0.849015, 1.161084, 1.081821, 1.227141, 1.074314, 1.158006, 0.919649, 0.823569, 0.908899, 0.847446, 0.892637, 0.896830, 1.101062, 1.205262, 0.906917, 0.801904, 1.076288, 1.145570, 0.884388, 1.231652, 1.066764, 1.007072, 1.208277, 0.752809],
  [0.967303, 1.007491, 1.174703, 0.751980, 1.195459, 1.140858, 1.010329, 1.126648, 1.051043, 0.835201, 0.993843, 1.137640, 1.221544, 0.821685, 1.195582, 1.159812, 0.770224, 1.185334, 0.894262, 0.907292, 0.781109, 1.247073, 1.069181, 1.117901, 1.040298, 0.877125, 0.941316, 0.953832, 0.810804, 0.899928, 1.086139, 0.930066, 0.892334, 0.902715, 0.997845, 0.935533],
  [0.820560, 1.115962, 0.779574, 1.147798, 1.119484, 0.763674, 1.234769, 0.756275, 1.034242, 1.236680, 0.767419, 0.925665, 1.219031, 1.168042, 1.006383, 0.815851, 0.966696, 1.176165, 1.177318, 0.935887, 0.778450, 0.750846, 1.099050, 1.168630, 0.852312, 0.919572, 1.154208, 1.054234, 1.070362, 1.114109, 1.184881, 1.155968, 0.755035, 1.224314, 1.103589, 1.091177],
  [1.102206, 0.932067, 1.158085, 1.049801, 0.778870, 0.861582, 1.154257, 1.203355, 0.815931, 0.945443, 1.072682, 1.087681, 0.867815, 0.901743, 0.995714, 0.850132, 0.999155, 0.961081, 0.968896, 1.013129, 1.093912, 0.996440, 1.219126, 1.207735, 0.805313, 1.231939, 1.067251, 0.817968, 1.089143, 0.887461, 1.201688, 0.898597, 0.796111, 1.209642, 1.088569, 0.898954],
  [1.249325, 0.996653, 0.864695, 1.193339, 0.957757, 1.029706, 1.056104, 1.085855, 0.849991, 1.024216, 1.074064, 0.848181, 0.875511, 0.965415, 0.821788, 0.919652, 1.246452, 0.963435, 1.211608, 1.129728, 0.982636, 0.871654, 0.949027, 1.147663, 0.964724, 0.985198, 1.098299, 1.118291, 1.001827, 1.108477, 1.088886, 1.146980, 0.942147, 1.046638, 1.117827, 0.896514],
